chr	start	end	avg.rate_GCB	avg.rate_FL	avg.rate_BL
chr5	135266480	135266912	0.283723	0.458431	0.546383
chr5	134361856	134362528	0.733333	0.592083	0.231111
chr5	134363056	134363232	0.2213	0.47885	0.5127
chr5	134363536	134364144	0.294684	0.561833	0.670138
chr5	134364160	134364512	0.290266	0.540053	0.554911
chr5	134364512	134365280	0.275366	0.546341	0.623171
chr5	137579856	137581664	0.726591	0.556364	0.415455
chr5	137746800	137746912	0.5475	0.439062	0.180139
chr5	137394272	137394768	0.816389	0.677639	0.464722
chr5	137577504	137577520	0.1775	0.36375	0.545417
chr5	137577696	137577776	0.0647826	0.31962	0.383406
chr5	137971168	137972416	0.759333	0.579667	0.447889
chr5	136834048	136834336	0.143533	0.3845	0.518289
chr5	136834336	136834592	0.121141	0.346304	0.378841
chr5	136834768	136834864	0.0703846	0.252212	0.342244
chr5	137966512	137967616	0.764792	0.544167	0.385764
chr5	138079360	138080096	0.878571	0.720714	0.527262
chr5	137993904	137995440	0.814821	0.620179	0.461131
chr5	138066768	138067408	0.808571	0.658482	0.480119
chr5	138061440	138062544	0.836964	0.7025	0.520536
chr5	137812928	137813408	0.722083	0.775208	0.276389
chr5	137814736	137815152	0.781375	0.731187	0.341375
chr5	138605888	138606128	0.745833	0.596806	0.421667
chr5	138632592	138633008	0.692727	0.621023	0.177727
chr5	138635584	138636048	0.785833	0.752812	0.432708
chr5	138635584	138636048	0.785833	0.752812	0.432708
chr5	138852720	138853072	0.827273	0.670795	0.461667
chr5	138877712	138878432	0.707188	0.604688	0.362187
chr5	138672272	138672912	0.629688	0.507031	0.31125
chr5	138905264	138905744	0.182045	0.497841	0.405076
chr5	138955792	138956304	0.584444	0.464583	0.22963
chr5	138839360	138839888	0.255	0.344625	0.524833
chr5	138842272	138842912	0.741667	0.604896	0.401458
chr5	138985392	138986048	0.362375	0.547313	0.718292
chr5	138866112	138866720	0.67725	0.6125	0.329417
chr5	138990960	138991104	0.303182	0.450341	0.694394
chr5	138945840	138946224	0.570357	0.528988	0.183095
chr5	135527872	135527888	0.0915625	0.394219	0.308542
chr5	135527904	135528176	0.161712	0.484366	0.5204
chr5	135528240	135528400	0.120833	0.361637	0.441885
chr5	135528656	135528736	0.120288	0.362788	0.38641
chr5	135530576	135531808	0.77725	0.657125	0.472833
chr5	139022720	139023504	0.692333	0.656	0.320944
chr5	138930272	138931168	0.4125	0.576389	0.745926
chr5	138943232	138943920	0.597661	0.407702	0.283817
chr5	139137488	139138240	0.771429	0.711071	0.405
chr5	139139200	139139248	0.501912	0.764118	0.792794
chr5	139155088	139155360	0.178611	0.266389	0.487315
chr5	137797632	137797824	0.776591	0.851591	0.453333
chr5	137802336	137802512	0.7675	0.717031	0.383333
chr5	139175456	139175520	0.0675	0.23625	0.334773
chr5	139175664	139175744	0.106833	0.285083	0.382444
chr5	139234384	139235680	0.757763	0.665921	0.413596
chr5	139234384	139235680	0.757763	0.665921	0.413596
chr5	139236144	139236976	0.701389	0.563194	0.378333
chr5	139087920	139088688	0.5305	0.578333	0.118667
chr5	137781856	137782496	0.664167	0.547083	0.329815
chr5	137794464	137794832	0.793056	0.758194	0.352037
chr5	139330912	139332272	0.735167	0.543417	0.414667
chr5	139521296	139522208	0.848333	0.695972	0.551667
chr5	139068112	139069136	0.475341	0.393807	0.0627273
chr5	139071984	139072512	0.812727	0.616136	0.49303
chr5	139662816	139662960	0.785	0.73875	0.391562
chr5	139646704	139647952	0.661406	0.496016	0.0695833
chr5	139646704	139647952	0.661406	0.496016	0.0695833
chr5	139026896	139027216	0.742353	0.654118	0.412206
chr5	139797504	139798032	0.77075	0.686875	0.432167
chr5	139797504	139798032	0.77075	0.686875	0.432167
chr5	139724992	139725552	0.753269	0.700769	0.251923
chr5	139421520	139421584	0.0855556	0.306667	0.313981
chr5	139624016	139624144	0.754722	0.587222	0.386111
chr5	139624464	139625568	0.678333	0.665694	0.234074
chr5	139624464	139625568	0.678333	0.665694	0.234074
chr5	140105728	140105808	0.136944	0.241389	0.499537
chr5	139534400	139534528	0.55	0.418375	0.229667
chr5	139165696	139166288	0.7025	0.53625	0.437361
chr5	139536000	139536528	0.5195	0.478625	0.158833
chr5	139947040	139947216	0.578654	0.657692	0.885577
chr5	139947040	139947216	0.578654	0.657692	0.885577
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140228192	140228896	0.484167	0.629137	0.801647
chr5	140080480	140080768	0.190938	0.272969	0.518542
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140235808	140236016	0.485952	0.63756	0.801825
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140242192	140242240	0.6425	0.75625	0.889074
chr5	140186864	140187264	0.358141	0.5575	0.669979
chr5	140186864	140187264	0.358141	0.5575	0.669979
chr5	140186864	140187264	0.358141	0.5575	0.669979
chr5	140186864	140187264	0.358141	0.5575	0.669979
chr5	140165952	140166144	0.396413	0.542554	0.741884
chr5	140166560	140166704	0.622292	0.725417	0.881944
chr5	140166928	140166992	0.567917	0.718125	0.879028
chr5	140201536	140201664	0.57425	0.686125	0.8265
chr5	140201536	140201664	0.57425	0.686125	0.8265
chr5	140201536	140201664	0.57425	0.686125	0.8265
chr5	140201536	140201664	0.57425	0.686125	0.8265
chr5	140201536	140201664	0.57425	0.686125	0.8265
chr5	140419296	140420400	0.236571	0.416036	0.510833
chr5	140420416	140420528	0.331136	0.487159	0.700909
chr5	140430832	140431296	0.334605	0.505987	0.619693
chr5	140431392	140431552	0.384861	0.541736	0.653241
chr5	140174656	140174880	0.422059	0.565662	0.707255
chr5	140174656	140174880	0.422059	0.565662	0.707255
chr5	140176768	140176816	0.487813	0.535625	0.741354
chr5	140176768	140176816	0.487813	0.535625	0.741354
chr5	139052624	139053296	0.761667	0.752361	0.346019
chr5	139053840	139054656	0.818846	0.759231	0.387308
chr5	139063952	139064592	0.74725	0.667125	0.393667
chr5	139064784	139065856	0.7026	0.6101	0.190167
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221008	140221248	0.501724	0.650086	0.786494
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140221664	140221872	0.541389	0.668472	0.798426
chr5	140207584	140208448	0.488607	0.621929	0.752476
chr5	140207584	140208448	0.488607	0.621929	0.752476
chr5	140207584	140208448	0.488607	0.621929	0.752476
chr5	140207584	140208448	0.488607	0.621929	0.752476
chr5	140207584	140208448	0.488607	0.621929	0.752476
chr5	140207584	140208448	0.488607	0.621929	0.752476
chr5	140209888	140210032	0.55575	0.668375	0.852
chr5	140209888	140210032	0.55575	0.668375	0.852
chr5	140209888	140210032	0.55575	0.668375	0.852
chr5	140209888	140210032	0.55575	0.668375	0.852
chr5	140209888	140210032	0.55575	0.668375	0.852
chr5	140209888	140210032	0.55575	0.668375	0.852
chr5	140536880	140537088	0.501944	0.602361	0.765648
chr5	140474128	140474336	0.1969	0.4004	0.514167
chr5	140589744	140590080	0.545179	0.654077	0.774405
chr5	140590464	140590640	0.57213	0.670926	0.823704
chr5	140621168	140621376	0.534924	0.632121	0.808788
chr5	140621440	140621584	0.609375	0.678437	0.821406
chr5	140604336	140605024	0.568274	0.66244	0.799365
chr5	140605040	140605312	0.544857	0.646786	0.780619
chr5	140564112	140564224	0.510714	0.644196	0.765655
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140255088	140255712	0.416781	0.586575	0.729737
chr5	140624896	140625056	0.235714	0.503036	0.605952
chr5	140180864	140181584	0.5	0.629543	0.781218
chr5	140180864	140181584	0.5	0.629543	0.781218
chr5	140180864	140181584	0.5	0.629543	0.781218
chr5	140182976	140183088	0.472955	0.587273	0.717045
chr5	140182976	140183088	0.472955	0.587273	0.717045
chr5	140182976	140183088	0.472955	0.587273	0.717045
chr5	140480880	140480960	0.526875	0.625	0.769479
chr5	140481568	140481792	0.485577	0.609808	0.769359
chr5	140482192	140482256	0.522812	0.634531	0.808333
chr5	140482368	140482464	0.485938	0.582344	0.713021
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140345904	140346992	0.278523	0.497232	0.652863
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140346992	140347104	0.403462	0.562404	0.652308
chr5	140734656	140734784	0.336875	0.542656	0.777135
chr5	140734656	140734784	0.336875	0.542656	0.777135
chr5	140734656	140734784	0.336875	0.542656	0.777135
chr5	140734656	140734784	0.336875	0.542656	0.777135
chr5	140734656	140734784	0.336875	0.542656	0.777135
chr5	140734784	140735120	0.443393	0.597455	0.730417
chr5	140734784	140735120	0.443393	0.597455	0.730417
chr5	140734784	140735120	0.443393	0.597455	0.730417
chr5	140734784	140735120	0.443393	0.597455	0.730417
chr5	140734784	140735120	0.443393	0.597455	0.730417
chr5	140736880	140737056	0.372375	0.52	0.617917
chr5	140736880	140737056	0.372375	0.52	0.617917
chr5	140736880	140737056	0.372375	0.52	0.617917
chr5	140736880	140737056	0.372375	0.52	0.617917
chr5	140736880	140737056	0.372375	0.52	0.617917
chr5	140529472	140530112	0.32629	0.435202	0.582957
chr5	140530432	140530480	0.544	0.686375	0.849167
chr5	140503600	140503808	0.4978	0.58635	0.754167
chr5	140214064	140214160	0.547778	0.664861	0.792963
chr5	140214064	140214160	0.547778	0.664861	0.792963
chr5	140214064	140214160	0.547778	0.664861	0.792963
chr5	140214064	140214160	0.547778	0.664861	0.792963
chr5	140214064	140214160	0.547778	0.664861	0.792963
chr5	140214064	140214160	0.547778	0.664861	0.792963
chr5	140214064	140214160	0.547778	0.664861	0.792963
chr5	140214176	140214784	0.473864	0.623097	0.785587
chr5	140214176	140214784	0.473864	0.623097	0.785587
chr5	140214176	140214784	0.473864	0.623097	0.785587
chr5	140214176	140214784	0.473864	0.623097	0.785587
chr5	140214176	140214784	0.473864	0.623097	0.785587
chr5	140214176	140214784	0.473864	0.623097	0.785587
chr5	140214176	140214784	0.473864	0.623097	0.785587
chr5	140215200	140215296	0.645	0.731705	0.869318
chr5	140215200	140215296	0.645	0.731705	0.869318
chr5	140215200	140215296	0.645	0.731705	0.869318
chr5	140215200	140215296	0.645	0.731705	0.869318
chr5	140215200	140215296	0.645	0.731705	0.869318
chr5	140215200	140215296	0.645	0.731705	0.869318
chr5	140215200	140215296	0.645	0.731705	0.869318
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140749984	140750496	0.313526	0.483718	0.624808
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751232	140751616	0.618229	0.72599	0.851267
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140751872	140752000	0.535167	0.703417	0.820222
chr5	140723504	140723648	0.503594	0.639375	0.783177
chr5	140723504	140723648	0.503594	0.639375	0.783177
chr5	140723504	140723648	0.503594	0.639375	0.783177
chr5	140723728	140723904	0.531048	0.613266	0.770134
chr5	140723728	140723904	0.531048	0.613266	0.770134
chr5	140723728	140723904	0.531048	0.613266	0.770134
chr5	140613856	140613936	0.196563	0.408281	0.52
chr5	140614352	140614464	0.352187	0.473281	0.610417
chr5	140615392	140615648	0.409	0.540375	0.704667
chr5	140615792	140616000	0.590338	0.674392	0.848694
chr5	140616096	140616464	0.444611	0.598528	0.734037
chr5	140730544	140730608	0.555625	0.684531	0.84375
chr5	140730544	140730608	0.555625	0.684531	0.84375
chr5	140730544	140730608	0.555625	0.684531	0.84375
chr5	140730544	140730608	0.555625	0.684531	0.84375
chr5	140731056	140731344	0.540588	0.682132	0.801863
chr5	140731056	140731344	0.540588	0.682132	0.801863
chr5	140731056	140731344	0.540588	0.682132	0.801863
chr5	140731056	140731344	0.540588	0.682132	0.801863
chr5	140731440	140732208	0.580381	0.693326	0.85339
chr5	140731440	140732208	0.580381	0.693326	0.85339
chr5	140731440	140732208	0.580381	0.693326	0.85339
chr5	140731440	140732208	0.580381	0.693326	0.85339
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140782704	140783520	0.426445	0.60043	0.692435
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140261648	140262368	0.371893	0.561929	0.701083
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263312	140263376	0.64125	0.70375	0.888917
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140263936	140264048	0.638125	0.696406	0.887813
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140248784	140248992	0.374028	0.526493	0.696574
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140767104	140767904	0.317298	0.504194	0.574395
chr5	140710432	140710512	0.419286	0.599018	0.76006
chr5	140712400	140712576	0.574808	0.684712	0.803558
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753408	140753824	0.455903	0.625938	0.746875
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140753824	140754000	0.620463	0.725833	0.861111
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140755776	140756112	0.618857	0.739964	0.852048
chr5	140906896	140909312	0.75	0.792865	0.317674
chr5	140718624	140719008	0.441774	0.633024	0.721129
chr5	140718624	140719008	0.441774	0.633024	0.721129
chr5	140743696	140745344	0.489881	0.637183	0.781495
chr5	140743696	140745344	0.489881	0.637183	0.781495
chr5	140743696	140745344	0.489881	0.637183	0.781495
chr5	140743696	140745344	0.489881	0.637183	0.781495
chr5	140743696	140745344	0.489881	0.637183	0.781495
chr5	140743696	140745344	0.489881	0.637183	0.781495
chr5	140743696	140745344	0.489881	0.637183	0.781495
chr5	140746000	140746304	0.445921	0.652105	0.743114
chr5	140746000	140746304	0.445921	0.652105	0.743114
chr5	140746000	140746304	0.445921	0.652105	0.743114
chr5	140746000	140746304	0.445921	0.652105	0.743114
chr5	140746000	140746304	0.445921	0.652105	0.743114
chr5	140746000	140746304	0.445921	0.652105	0.743114
chr5	140746000	140746304	0.445921	0.652105	0.743114
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	140762304	140762704	0.316905	0.572024	0.609147
chr5	141061984	141062048	0.0591667	0.098125	0.286389
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140792752	140793360	0.182773	0.293984	0.424948
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140793392	140793568	0.183977	0.313693	0.559242
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	140794560	140795088	0.326299	0.483506	0.655725
chr5	141179712	141180304	0.620625	0.425469	0.281771
chr5	141225120	141225936	0.75675	0.65975	0.440833
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140857696	140857920	0.344219	0.510469	0.60349
chr5	140739632	140739904	0.246296	0.388611	0.534691
chr5	140739632	140739904	0.246296	0.388611	0.534691
chr5	140739632	140739904	0.246296	0.388611	0.534691
chr5	140739632	140739904	0.246296	0.388611	0.534691
chr5	140739632	140739904	0.246296	0.388611	0.534691
chr5	140739632	140739904	0.246296	0.388611	0.534691
chr5	140740432	140740528	0.482321	0.666518	0.80119
chr5	140740432	140740528	0.482321	0.666518	0.80119
chr5	140740432	140740528	0.482321	0.666518	0.80119
